ObsArea_Code,Global_Standard,Plot_ID,EO_ID,LAT,LONG,Notes,Formation,Plots_Sname,ObsArea_Name,EcoRegionL3,ecoReg_ecoObs,date,N,Nnat,MeanC,NativeMeanC,FQI,NativeFQI,AdjFQI,PSI,CWMeanC,CWNativeMeanC,CWFQI,CWNativeFQI,CWAdjFQI,RelativeNativeCover,TotalNonNativeCover,TotalNativeCover,VMMI,relativeNativeMonocotCover,countTolerantSpecies,N.OLD.CoC,Nnat.OLD.CoC,MeanC.OLD.CoC,NativeMeanC.OLD.CoC,FQI.OLD.CoC,NativeFQI.OLD.CoC,AdjFQI.OLD.CoC,PSI.OLD.CoC,CWMeanC.OLD.CoC,CWNativeMeanC.OLD.CoC,CWFQI.OLD.CoC,CWNativeFQI.OLD.CoC,CWAdjFQI.OLD.CoC,RelativeNativeCover.OLD.CoC,TotalNonNativeCover.OLD.CoC,TotalNativeCover.OLD.CoC,VMMI.OLD.CoC,relativeNativeMonocotCover.OLD.CoC,countTolerantSpecies.OLD.CoC,SIZE_RATING_CD,CONDITION_RATING_CD,LAND_CONTEXT_RATING_CD,OVERALL_EO_RANK,ELEMENT_GLOBAL_ID,ELCODE,SCIENTIFIC_NAME,COLLOQUIAL_NAME,CONCATENATED_CD,CLASS_CODE,SUBCLASS_CODE,FORMATION_CODE,DIVISION_CODE,CLASS,SUBCLASS,FORMATION,DIVISION_KEY,DIVISION,MACROGROUP_KEY,MACROGROUP_NAME,GROUP_KEY,GROUP_NAME,ALLIANCE_KEY,ALLIANCE_NAME,SORT,TRANSLATED_NAME,COMMON_NAME
VT596,CEGL006147,596,No EO,43.8642,-72.64066,Map from merge shp; downstream from mapped EO,Floodplain Forests,Floodplain Forest,White 9-North of Bethel Village; town of BETHEL,58,58,9/26/1997,60,55,4.183333333,4.563636364,32.40396066,33.8448331,43.69349164,0.564080552,5.027455121,5.144246353,38.94249991,38.15075202,49.25240907,0.977296726,4.300000004,185.0999999,,,31,60,56,4.18,4.48,32.4,33.54,43.3,0.56,4.69,4.79,36.31,35.87,46.31,0.98,4.2,185.2,47.68,0,35,,,,,684386,CEGL006147,Acer saccharinum - (Populus deltoides) / Matteuccia struthiopteris - Laportea canadensis Floodplain Forest,Silver Maple Floodplain Levee Forest,1.B.3.Na.1.a,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwood Floodplain Forest,G652,Silver Maple - Green Ash - Sycamore Floodplain Forest,A3710,Acer saccharinum - Populus deltoides Floodplain Forest Alliance,1.B.3.Na.1.aCentral Hardwood Floodplain ForestSilver Maple - Green Ash - Sycamore Floodplain ForestAcer saccharinum - Populus deltoides Floodplain Forest AllianceAcer saccharinum - (Populus deltoides) / Matteuccia struthiopteris - Laportea canadensis Floo,Silver Maple - Eastern Cottonwood Floodplain Forest Alliance,Silver Maple - Eastern Cottonwood Floodplain Forest
VT264,CEGL006328 ; CEGL006088,264,6730,42.7466,-72.5535,From NC EO,Hardwood Swamps,Red Maple Swamp,I-91 Swamp #2; Vernon #8; plot #2; town of VERNON,1,58,7/24/2000,47,46,4.617021277,4.717391304,31.65270316,31.99490449,46.66936471,0.680742649,4.633542818,4.642660376,31.76596914,31.48805467,45.93004827,0.998036135,0.5,254.0999978,,,22,47,46,4.79,4.89,32.82,33.17,48.39,0.71,4.01,4.02,27.49,27.25,39.74,1,0.5,254.1,57.27,0,21,A,B,B,B,689294,CEGL006328,Pinus strobus - Tsuga canadensis Lower New England-Northern Piedmont Forest,Lower New England-Northern Piedmont White Pine - Hemlock Dry-Mesic Forest,1.B.2.Na.3.b,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American Forest & Woodland,M883,Appalachian-Interior-Northeastern Mesic Forest,G742,Appalachian-Allegheny Northern Hardwood - Conifer Forest,A3302,Tsuga canadensis - Betula lenta - Betula alleghaniensis Forest Alliance,1.B.2.Na.3.bAppalachian-Interior-Northeastern Mesic ForestAppalachian-Allegheny Northern Hardwood - Conifer ForestTsuga canadensis - Betula lenta - Betula alleghaniensis Forest AlliancePinus strobus - Tsuga canadensis Lower New England-Northern Piedmont F,Eastern Hemlock - Sweet Birch - Yellow Birch Forest Alliance,Central & Southern Appalachian Hemlock - Northern Hardwood Forest
VT226,CEGL006502,226,4308,43.95419,-72.254118,Map from merge shp,Hardwood Swamps,Mixed seepage swamp/ forest,Wormwood West Swamp; West Fairlee #1; plot #1; town of WEST FAIRLEE,58,58,8/2/1999,77,76,4.844155844,4.907894737,42.50729502,42.78603437,48.75921141,0.555662784,4.761078985,4.770270257,41.77829854,41.58625197,47.39193247,0.998073218,0.5,258.999998,,,30,77,76,4.62,4.68,40.57,40.84,46.54,0.53,4.18,4.19,36.7,36.53,41.63,1,0.5,259,50.58,0,39,C,A,B,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT227,CEGL006380,227,6824,43.8663,-72.2511,From EO Map. Merge shp was corrected.,Hardwood Swamps,red maple- black ash swamp,Thetford Swamp; Thetford #7; plot #1; town of THETFORD,58,58,8/3/1999,67,67,4.880597015,4.880597015,39.9494083,39.9494083,48.80597015,0.596259825,5.113747652,5.113747652,41.85782852,41.85782852,51.13747652,1,0,265.4999986,,,24,67,66,4.63,4.7,37.87,38.16,46.62,0.57,4.78,4.8,39.13,38.99,47.63,1,1,264.5,50.59,0,38,B,B,B,B,683857,CEGL006380,"Betula alleghaniensis - Acer rubrum - (Tsuga canadensis, Abies balsamea) / Osmunda cinnamomea Swamp Forest",Hardwood - Conifer Seepage Forest,1.B.3.Na.3.c,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G045,Laurentian-Acadian-Appalachian Acidic Swamp,A3416,Betula alleghaniensis - Tsuga canadensis Swamp Forest Alliance,"1.B.3.Na.3.cLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Acidic SwampBetula alleghaniensis - Tsuga canadensis Swamp Forest AllianceBetula alleghaniensis - Acer rubrum - (Tsuga canadensis, Abies balsamea) /",Yellow Birch - Eastern Hemlock Swamp Forest Alliance,Central Appalachian Hemlock - Hardwood Swamp Forest
VT228,CEGL006502,228,6819,43.449355,-72.511762,Map from merge shp,Hardwood Swamps,red maple- black ash swamp,South of Mill Brook; West Windsor 1; plot #1; town of WEST WINDSOR,58,58,7/26/1999,43,42,4.279069767,4.380952381,28.05973694,28.39181639,43.29711409,0.6602748,4.41660291,4.425067078,28.96160207,28.67771231,43.73310127,0.998087223,0.5,260.8999999,,,26,43,41,4.23,4.44,27.75,28.42,43.35,0.66,3.65,4.53,23.92,28.99,44.21,0.81,50.8,210.6,47.21,0,23,B,A,B,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT230,CEGL006502,230,6799,44.090097,-72.054888,Map from merge shp,Hardwood Swamps,red maple- black ash swamp,Oxbow Swamp; Newbury 7; plot #1; town of NEWBURY,58,58,8/12/1999,59,57,4.033898305,4.175438596,30.98496081,31.5238701,41.04058318,0.534302883,4.174357038,4.177517036,32.06384481,31.53956197,41.06101226,0.99924357,0.200000003,264.1999994,,,39,60,56,4.12,4.41,31.89,33.01,42.61,0.55,3.68,4.25,28.49,31.78,41.03,0.87,35.4,229.2,43.24,0,37,A,B,A,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT231,CEGL006502,231,1846,43.8266,-72.1977,From EO Map. Merge shp was corrected.,Hardwood Swamps,red maple- black ash swamp,Conant Swamp #2; Thetford 1; plot #2; town of THETFORD,58,58,8/20/1999,63,60,4.333333333,4.55,34.39476704,35.24414845,44.40345332,0.559430928,4.690130077,4.719014635,37.2267534,36.55333019,46.05286727,0.993879112,1.600000001,259.7999998,,,33,64,60,4.03,4.3,32.25,33.31,41.63,0.52,3.98,4.01,31.83,31.03,38.79,0.99,1.8,259.8,44.82,0,42,A,B,C,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT232,CEGL006502,232,1846,43.823639,-72.198598,Map from merge shp,Hardwood Swamps,red maple- black ash swamp,Conant Swamp #1; Thetford #1; plot #1; town of THETFORD,58,58,8/20/1999,70,69,4.514285714,4.579710145,37.76922405,38.04192958,45.46880258,0.543456137,4.673023587,4.789267956,39.09732038,39.78264749,47.54935843,0.975728155,7,281.3999986,,,34,71,69,4.31,4.43,36.32,36.84,43.72,0.52,3.8,3.92,31.99,32.54,38.62,0.97,9,281.4,47.43,0,42,A,B,C,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT234,CEGL006014,234,4164,43.289512,-72.418871,Map from merge shp,Hardwood Swamps,red maple- black gum swamp,Koledo Property; Skitchewaug Mountain; plot #1; town of SPRINGFIELD,58,58,7/15/1999,25,24,4.68,4.875,23.4,23.88252499,47.76504998,0.955301,4.945896657,4.94890511,24.72948328,24.24458461,48.48916922,0.999392097,0.100000001,164.4000003,,,8,25,24,4.68,4.88,23.4,23.88,47.77,0.96,4.36,4.36,21.78,21.36,42.71,1,0.1,164.4,54.86,0,13,0,0,0,B,688103,CEGL006014,Acer rubrum - Nyssa sylvatica - Betula alleghaniensis / Sphagnum spp. Swamp Forest,Red Maple - Blackgum Basin Swamp Forest,1.B.3.Na.3.c,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G045,Laurentian-Acadian-Appalachian Acidic Swamp,A2058,Acer rubrum - Nyssa sylvatica Swamp Forest Alliance,1.B.3.Na.3.cLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Acidic SwampAcer rubrum - Nyssa sylvatica Swamp Forest AllianceAcer rubrum - Nyssa sylvatica - Betula alleghaniensis / Sphagnum spp. Swamp Forest,Red Maple - Blackgum Swamp Forest Alliance,Red Maple - Blackgum Swamp Forest
VT235,CEGL006502,235,6756,44.364343,-71.851069,Map from merge shp,Hardwood Swamps,red maple- black ash swamp,Joslin Turn Swamp; Concord 1; plot #1; town of CONCORD,58,58,8/31/1999,64,64,4.859375,4.859375,38.875,38.875,48.59375,0.607421875,4.759312335,4.759312335,38.07449868,38.07449868,47.59312335,1,0,244.300002,,,24,65,63,4.52,4.67,36.47,37.04,45.94,0.57,4.39,4.43,35.41,35.16,43.61,0.99,2.1,242.3,52.48,0,33,B,B,B,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT236,CEGL006502,236,6759,44.36358,-72.377813,Map from merge shp,Hardwood Swamps,red maple-black ash seepage swamp,Knob Hill Swamp; Marshfield 3; plot #1; town of MARSHFIELD,58,58,8/13/1999,69,69,4.913043478,4.913043478,40.8108042,40.8108042,49.13043478,0.59146093,4.977678571,4.977678571,41.3477036,41.3477036,49.77678571,1,0,224,,,26,69,69,4.78,4.78,39.73,39.73,47.83,0.58,4.78,4.78,39.67,39.67,47.76,1,0,224,52.5,0,36,B,B,B,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT237,CEGL006502,237,2595,44.042892,-72.105514,Map from merge shp,Hardwood Swamps,red maple- black ash swamp,South Newbury Swamp; Newbury 1; plot #1; town of NEWBURY,58,58,7/12/1999,58,58,4.827586207,4.827586207,36.7658012,36.7658012,48.27586207,0.633893124,4.342484237,4.342484237,33.07137467,33.07137467,43.42484237,1,0,222.1999988,,,24,58,58,4.74,4.74,36.11,36.11,47.41,0.62,3.84,3.84,29.26,29.26,38.42,1,0,222.2,54.92,0,29,0,0,0,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT238,CEGL006502,238,6826,43.530483,-72.420608,Map from merge shp,Hardwood Swamps,red maple- black ash swamp,Tinkham Hill; Hartland 1; plot #1; town of HARTLAND,58,58,7/27/1999,49,48,4.571428571,4.666666667,32,32.33161507,46.18802154,0.659828879,4.818675712,4.821950381,33.73072998,33.40745221,47.72493172,0.999320883,0.200000003,294.299997,,,22,49,48,4.31,4.4,30.14,30.46,43.51,0.62,4.55,4.55,31.86,31.55,45.07,1,0.2,294.3,50.81,0,28,D,A,B,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT240,CEGL006014,240,6708,43.1415,-72.4728,From NC EO,Hardwood Swamps,Black Gum Swamp,Minard's Pond #1; Rockingham 1; plot #1; town of ROCKINGHAM,1,58,7/7/1999,29,28,4.344827586,4.5,23.39761261,23.8117618,44.2173316,0.821095234,4.4550042,4.462510525,23.99093183,23.61338615,43.84895726,0.998317914,0.200000003,118.7000006,,,15,29,28,4.55,4.71,24.51,24.95,46.32,0.86,4.84,4.84,26.05,25.64,47.61,1,0.2,118.7,55.71,0,13,B,B,C,B,688103,CEGL006014,Acer rubrum - Nyssa sylvatica - Betula alleghaniensis / Sphagnum spp. Swamp Forest,Red Maple - Blackgum Basin Swamp Forest,1.B.3.Na.3.c,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G045,Laurentian-Acadian-Appalachian Acidic Swamp,A2058,Acer rubrum - Nyssa sylvatica Swamp Forest Alliance,1.B.3.Na.3.cLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Acidic SwampAcer rubrum - Nyssa sylvatica Swamp Forest AllianceAcer rubrum - Nyssa sylvatica - Betula alleghaniensis / Sphagnum spp. Swamp Forest,Red Maple - Blackgum Swamp Forest Alliance,Red Maple - Blackgum Swamp Forest
VT241,CEGL006502,241,6725,42.979725,-72.496222,Map from merge shp,Hardwood Swamps,Red Maple Swamp,"Earl's Way Swamp; East Putnam South, Putney 1; town of PUTNEY",58,58,6/30/1999,41,39,4.365853659,4.58974359,27.95510338,28.66293953,44.76399093,0.699096086,3.99166666,4.055704093,25.55913754,25.32786394,39.55547792,0.984210526,3.600000001,224.4000008,,,21,41,39,4.54,4.77,29.05,29.78,46.51,0.73,4.08,4.15,26.15,25.92,40.48,0.98,3.6,224.4,53.94,0,21,A,B,B,B,684916,CEGL006502,Acer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Northern Hardwood - Hemlock Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Tsuga canadensis) / Tiarella cordifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT242,CEGL006009,242,6776,42.827213,-73.177275,Map from merge shp,Hardwood Swamps,Calcareous Red Maple- Tamarack Swamp,Maple Grove Swamp; Pownal 2; town of POWNAL,58,58,7/13/1999,70,66,4.342857143,4.606060606,36.33494972,37.41981326,44.72523136,0.534568761,4.780564262,4.795597483,39.99707022,38.95961813,46.56565019,0.996865204,0.400000006,127.200001,,,36,71,66,4.51,4.85,37.98,39.39,46.75,0.55,4.69,4.71,39.5,38.24,45.38,1,0.5,127.2,51.92,0,36,A,B,C,B,689355,CEGL006009,Acer rubrum - Fraxinus nigra - (Larix laricina) / Rhamnus alnifolia Swamp Forest,Red Maple - Black Ash Rich Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Larix laricina) / Rhamnus alnifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
VT243,CEGL006009,243,6394,43.362621,-72.98442,Map from merge shp,Hardwood Swamps,Red Maple- Tamarack Swamp,Otter Creek WMA; Danby 2; town of Mt. Tabor,58,58,6/25/1999,54,54,4.703703704,4.703703704,34.56502193,34.56502193,47.03703704,0.640092999,5.003313086,5.003313086,36.76669225,36.76669225,50.03313086,1,0,181.1000004,,,22,54,53,4.63,4.72,34.02,34.34,46.73,0.64,4.69,4.77,34.5,34.75,47.29,0.98,3,178.1,53.48,0,28,B,A,A,A,689355,CEGL006009,Acer rubrum - Fraxinus nigra - (Larix laricina) / Rhamnus alnifolia Swamp Forest,Red Maple - Black Ash Rich Seepage Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A0347,Fraxinus nigra - Acer rubrum Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampFraxinus nigra - Acer rubrum Swamp Forest AllianceAcer rubrum - Fraxinus nigra - (Larix laricina) / Rhamnus alnifolia Swamp Forest,Black Ash - Red Maple Swamp Forest Alliance,Black Ash - Red Maple Swamp Forest
